ACCOUNT_NAME,Sum_Sales,Date,QTY
GoDaddy.com LLC,59964,14/05/2024,
Ogilvy & Mather (Hong Kong) Private Limited,3377,21/03/2018,
"LOTTE HOLDINGS CO., LTD.",31213,01/10/2021,
Lindt & Sprungli (North America) Inc.,5195,02/11/2020,
Optum,2900,21/12/2016,
Pfizer,147000,01/01/2022,
icuc.social,5615,27/02/2019,
HP SCHOU A/S,4737,27/05/2024,
"NS Pharma, Inc.",10364,04/10/2022,
"RECRUIT MARKETING PARTNERS CO.,LTD.",4322,22/01/2021,
Brookson,2160,16/02/2017,
Silgan Dispensing,10400,31/05/2024,
Tractor Supply Co.,2250,31/10/2016,
Suomen Osuuskauppojen Keskuskunta,20430,26/06/2019,
Mercedes-Benz AG,5439,22/03/2024,
Rudersdal Kommune,4639,13/12/2021,
TMF GROUP SERVICES (JERSEY) LIMITED,82161,31/01/2023,
NBN CO LIMITED,19184,12/09/2018,
Optum,2900,19/03/2018,
"Builders Firstsource, Inc.",6234,04/03/2024,
"DuCharme, McMillen & Associates, Inc",10078,01/05/2021,
Verizon Communications Inc.,91265,31/08/2018,
SYMRISE ASIA PACIFIC PTE. LTD.,4236,18/10/2022,
FAA - Security & Hazardous Materials Safety (ASH),31535,29/11/2022,
Sydney University,3891,31/01/2017,
ViaSat Inc.,4760,08/07/2020,
HealthRise Solutions,5196,01/08/2019,
"Precision Dialogue Marketing, LLC",57995,30/12/2016,
BNP Paribas SA,100991,01/10/2021,
CE Consultancy,3600,31/12/2016,
Unilever Thai Trading Ltd.,4582,20/02/2023,
"Gold Mills de Panama, S.A.",4498,25/08/2016,
"INVESCO GROUP SERVICES, INC.",78975,29/03/2024,
Lilac Communications Inc.,10882,09/04/2022,
Seagate Technology LLC,3995,26/06/2015,
State Street Corporation,3217,30/09/2019,
Commonwealth Bank of Australia,3871,28/08/2018,
DataLab USA,12995,30/05/2016,
Pathward,4954,31/08/2022,
Publicis Sapient,7995,29/12/2016,
"Autodesk, Inc.",4938,18/12/2021,
Viamedia LLC,7500,01/07/2014,
Lexington Partners,22401,12/07/2022,
GCP Applied Technologies,3117,10/07/2018,
McCormick Equities L L C,1295,30/08/2015,
Johnson & Johnson,6827,12/10/2020,
Honeywell International Inc.,4416,26/10/2018,
A & W Food Services of Canada Inc,17946,21/12/2020,
GAIN CAPITAL UK LIMITED,5327,03/01/2018,
Global Atlantic Financial Company,278680,12/04/2023,
Optimus Cards,13083,14/03/2023,
IVI,67968,23/11/2020,
Hilton Worldwide Holdings Inc.,3995,01/07/2019,
Zebra Technologies Corporation,15195,01/05/2023,
SharePath,22090,30/03/2021,
DS SMITH PLC,4985,29/04/2023,
"Immucor, Inc.",8832,05/10/2020,
At Home Stores LLC,19845,08/07/2022,
Toyota Motor Sales USA Inc,15117,21/05/2019,
"Charter Communications Operating, LLC",15117,31/10/2019,
Exxonmobil Global Services Company,5195,03/02/2023,
"Charter Communications Operating, LLC",24805,17/06/2022,
Macquarie Group Services Australia Pty Ltd,4890,18/11/2019,
GRANT THORNTON S.A.  CHARTERED ACCOUNTANTS MANAGEMENT CONSULTANTS,4583,18/11/2022,
OptumRx,8700,09/05/2016,
Element Fleet Management Corp.,4676,01/10/2023,
Orange Business Services SA,2494,08/04/2020,
Ontario Hospital Association,6119,02/09/2021,
V/Line Corporation,16512,30/06/2022,
"Arkatechture, Inc.",2576,21/02/2019,
Accumed Healthcare Research LL,4676,10/10/2023,
The Bridgespan Group,56000,17/11/2023,
Bertel O Steen Industri AS,18936,01/10/2021,
Mercedes-Benz Group AG,20512,01/04/2019,
Coastal Medical Physician Inc,47099,28/12/2022,
"MEMORIA HOLDINGS,INC.",3790,03/01/2022,
The Procter & Gamble Company,81076,25/06/2022,
St. Mary's Bank Credit Union,4416,01/02/2018,
Exxonmobil Global Services Company,5195,27/10/2022,
"Cleartelligence, Inc.",2500,22/12/2017,
ZOOFITECH COMPANY,5195,28/05/2023,
PKF-FPM ACCOUNTANTS LIMITED,3243,07/01/2023,
"Amazon.com Services, Inc.",4460,12/09/2018,
Thomas Cook AG,5520,04/05/2018,
"Department of State Development, Infrastructure, Local Government and Planning",23722,22/12/2022,
RCB SRL,3756,01/12/2021,
EOS DEAL ADVISORY LTD,5648,01/11/2022,
"ALL NIPPON AIRWAYS CO.,LTD.",35672,15/08/2021,
Brand Shared Services LLC,14806,10/06/2023,
WATFORD ASSOCIATION FOOTBALL CLUB LIMITED(THE),3927,11/08/2021,
"COMPANHIA BRASILEIRA DE DISTRIBUICAO Sao Paulo, Sao Paulo,  Brazil",13659,28/09/2021,
Caesars Enterprise Services LLC,6234,14/02/2020,
"Aetna, Inc.",7750,19/10/2017,
Niagara College Of Applied Arts & Technology,5002,16/01/2021,
Celgene Corporation,5227,29/10/2018,
"Choice Hotels International, Inc",10099,24/09/2018,
Lendlease Management Services Limited,5363,05/04/2019,
Lux Actuaries & Consultants FZCO,4156,13/05/2024,
CONTEXT World Limited,25181,01/06/2023,
Macquarie Group Services Australia Pty Ltd,725126,01/09/2020,
The Nielsen Company,5195,01/02/2017,
University Of Plymouth,3511,27/06/2018,
Biogen Idec Inc.,14028,02/06/2023,
Corporación Favorita,45996,10/02/2021,
"Modern MD Management Services, LLC",4839,01/10/2018,
"Mannington Mills, Inc.",4036,20/01/2018,
"Mohr Partners, Inc.",13516,30/04/2017,
Roland Berger Holding GmbH & Co. KGaA,5837,09/12/2019,
Danske Bank A/S,3882,16/06/2023,
JILL ACQUISITION LLC,5039,03/05/2019,
Société Predicli,3995,26/06/2014,
"Bayview Asset Management, LLC",90494,19/03/2023,
Grupo SID,7793,18/11/2022,
SIFT ANALYTICS GROUP PTE.LTD,2500,03/12/2018,
Booz Allen Hamilton,18166,14/12/2021,
"Rush Street Interactive, LP",20780,27/05/2022,
Nordea Bank AB,3954,19/10/2023,
DZ Bank,14097,30/06/2021,
"Point32Health Services, Inc.",4342,11/10/2020,
Transport for NSW,4809,08/03/2023,
Synthego Corporation,8312,14/10/2022,
SOUTH EASTERN HEALTH AND SOCIAL CARE TRUST WITHIN ULSTER HOSPITAL,5403,20/03/2020,
FIDELITY BUSINESS SERVICES INDIA PRIVATE LIMITED,4156,25/06/2018,
DBS Bank (Hong Kong) Limited,68079,22/06/2024,
Southeastern Data Cooperative Inc (SEDC),95349,05/03/2022,
"MACROMILL, INC.",5928,16/11/2020,
"Salesforce, Inc.",9845,23/09/2023,
AIA Australia Limited,4926,17/12/2021,
EIGHT ADVISORY FRANCE,37390,06/01/2023,
Raytheon Company,41579,26/11/2019,
Canada Deposit Insurance Corporation,49123,01/10/2018,
Impendi Analytics LLC,10390,21/09/2021,
Just Eat PLC,5053,04/03/2019,
Hindustan Unilever Limited (Unilever India),4794,05/05/2016,
Bank of America Merrill Lynch,65205,30/11/2018,
Savills Inc.,7586,02/11/2019,
Analytix,3562,30/11/2015,
Visa Inc.,14767,16/12/2023,
ELI LILLY POLSKA SP Z O O,4074,10/10/2022,
"Delhaize America, Inc.",4498,12/10/2018,
Johnson & Johnson,7736,14/12/2018,
Flexera Software Limited,10216,21/05/2024,
DPDGROUP UK LTD,18258,23/02/2021,
Westpac Banking Corporation,4390,07/05/2021,
"Bank of Nova Scotia Trust Company, The",4675,30/09/2016,
Keller Williams Realty,1295,11/02/2016,
"Johnson Controls, Inc.",24188,13/06/2019,
"Neutron Holdings, Inc. & Subsidiaries",3564,07/05/2024,
MPG Operations LLC,8832,04/04/2022,
EXIM BANK,5195,28/09/2023,
"Expedia, Inc.",0,18/10/2018,
Fairfax Media,5612,08/05/2018,
"Nike, Inc.",1872743,31/05/2023,
"Stockbridge Capital Group, LLC",1295,21/02/2014,
University of East Anglia,1509,29/02/2016,
Nemlig.Com A/S,3425,11/02/2020,
Cognizant Technology Solutions India Pvt Ltd.,3116,09/09/2016,
Everton Football Club,3171,07/12/2021,
INTAGE INC.,6234,01/10/2019,
Truist Financial Corporation,443458,13/07/2023,
Alterman,76375,30/08/2023,
EMD Millipore Corporation,4961,28/09/2022,
AECOM,5195,07/02/2020,
GASAG AG,18368,03/01/2022,
VEOLIA ANZ,4256,15/05/2022,
STANDARD CHARTERED BANK - SG,4412,06/06/2022,
THE ROYAL BANK OF SCOTLAND INTERNATIONAL LTD,3926,19/06/2021,
Grupo P?o de Açúcar,52640,30/09/2022,
"Land O'Lakes, Inc.",24676,15/12/2022,
"T-Mobile USA, Inc.",0,22/12/2017,
"L3harris Technologies, Inc.",4888,28/10/2019,
The Bank of New York Mellon Corporation,150000,24/04/2018,
"Peoplefacts, LLC",3775,22/01/2018,
Commonwealth Bank of Australia,6764,03/05/2019,
"Particle, Inc.",9583,30/06/2019,
"PROMUTUAL GROUP, INC.",13927,02/12/2018,
Bank of America Merrill Lynch,6200,25/08/2016,
"Morton Salt, Inc.",8832,01/09/2019,
Unilever Canada Inc,5194,15/02/2017,
"ADP, Inc.",3377,27/05/2022,
Johnson & Johnson,17072,29/11/2019,
Apotek Hjärtat,14202,09/11/2021,
"GE Medical Systems Information Technologies, Inc.",4850,31/01/2019,
Joblocal GmbH,4368,21/06/2017,
JPMorgan Chase & Co.,5038,03/10/2017,
Accenture Federal Services LLC,4056,17/05/2022,
"NTT Broadband Platform, Inc.",3116,22/02/2016,
"GFK MRI US, LLC",9845,12/08/2023,
Dreamscape Companies LLC,4935,28/07/2023,
WSP NEW ZEALAND LIMITED,5674,01/04/2022,
ALLIANZ AUSTRALIA LIMITED,5063,01/04/2024,
"Securian Financial Group, Inc",41560,30/09/2022,
"Scheels All Sports, Inc",5195,01/07/2019,
DanTrade,4495,21/06/2018,
Trailcon Leasing Inc,4671,22/07/2020,
Mentor Graphics Corporation,0,01/01/2018,
QuikTrip Corporation,6500,31/12/2021,
Mayo Foundation for Medical Education and Research,4135,26/06/2022,
"Koch Capabilities, LLC",19103,01/02/2022,
American Fidelity Corporation,5065,03/07/2023,
BDO Services Pty Ltd,6496,31/10/2019,
Commonwealth Bank of Australia,19773,15/02/2023,
"Category Partners, LLC",0,12/10/2020,
K?benhavns Kommune,0,26/12/2017,
"Schnuck Markets, Inc",47582,08/05/2017,
"Drb Systems, LLC",14494,12/07/2022,
KALIXIA,24300,31/12/2021,
"Crane Holdings, Co",5195,19/11/2020,
ASSOCIATION FRANCAISE DES ORCHESTRES,1050,20/05/2015,
Pepsico International Spain,3502,17/12/2019,
"Sportfive Americas, LLC",3896,28/06/2023,
"Healthplan Services, Inc.",11323,30/11/2016,
PORTS OF AUCKLAND LIMITED,90460,10/06/2024,
Global Semiconductor Alliance,3995,03/12/2014,
"DYCOM INDUSTRIES, INC.",0,07/06/2020,
"The Physician Alliance, LLC",4416,13/01/2020,
Essentra International Limited,4879,19/06/2023,
ViaSat Inc.,5195,24/03/2020,
DUBAI INSURANCE COMPANY(P.S.C.),7273,23/12/2023,
Mylan Inc.,3196,28/10/2017,
General Electric Company,5925,31/07/2017,
Pihlajalinna Oyj,0,30/11/2018,
ASR Real Estate B.V.,8265,06/02/2023,
CAPRICORN VENTIS LIMITED,2556,05/07/2019,
INCENTIVE SOLUTIONS LIMITED,5016,01/12/2023,
"Smartwyre, Inc.",24552,20/12/2023,
"SHISEIDO COMPANY, LIMITED",3705,12/10/2020,
FWD GROUP MANAGEMENT HOLDINGS LIMITED,5091,06/10/2022,
AYM Commerce,4416,13/11/2023,
Nexterus Inc.,7273,23/04/2023,
"Paragon Energy Solutions, LLC",5195,18/05/2021,
Kaiser Foundation Health Plan Inc.,33995,30/04/2021,
PACIFIC GAS AND ELECTRIC COMPANY,9845,21/04/2023,
Optilogic,7273,25/06/2021,
SINGAPORE LIFE LIMITED,20262,14/01/2022,
Henkel AG & Co. KGaA,30614,29/03/2021,
New York University,15585,12/06/2024,
GE Healthcare,4283,23/11/2018,
Hospital & Healthsystem Assoc. of Pennsylvania,7793,30/06/2017,
State of Florida - Department of Environmental Protection,16832,19/01/2024,
"Juniper Networks, Inc.",5181,30/06/2021,
Faci Ly Solucoes e Tecnologia Ltda,4549,27/12/2023,
"Gilead Sciences, Inc.",13980,16/03/2016,
ADS Inc.,5195,30/09/2021,
ULYS,59201,03/01/2023,
IPG Corporate,3896,01/04/2022,
"Cargill, Incorporated",8545,04/06/2018,
Global Bank Corporation,11331,23/01/2023,
Skymint Brands,3656,29/11/2021,
"Invesco, Ltd.",5039,30/01/2018,
Mtab LLC,8333,01/11/2019,
PUBLIC POWER CORPORATION S.A.,17673,19/04/2021,
Quest Diagnostics Incorporated,32500,05/02/2016,
"Amazon Web Services, Inc.",4383,26/06/2024,
eBay Inc.,5195,23/05/2019,
"Amazon.com Services, Inc.",4460,13/04/2018,
Globalfoundries U.S. Inc.,15117,28/02/2021,
"DANONE, SA",3927,30/06/2020,
ENERGY HARBOR LLC,3637,18/01/2021,
"PPG Industries, Inc.",5195,11/06/2021,
COCA-COLA ENTERPRISES EUROPE LTD,5180,29/04/2020,
"S. C. Johnson & Son, Inc.",4935,14/12/2022,
Secretaria Distrital de Movilidad,7793,13/12/2017,
MUTUELLE DU GROUPE BNP PARIBAS,4838,01/11/2022,
FAA - Aviation Safety (AVS),4676,19/10/2023,
Ciena Corporation,19704,18/07/2022,
McKesson Corporation,6500,30/06/2023,
Hong Kong Metropolitan University,12487,01/04/2024,
Synthes GmbH,11841,31/08/2018,
COLAS RAIL LIMITED,5166,01/10/2023,
SentrySafe,5194,29/05/2015,
Fair Isaac Corporation,27492,31/10/2023,
"ORMAT TECHNOLOGIES, INC.",15585,01/09/2020,
NIPPON CATERPILLAR LLC.,0,16/01/2019,
CONJURA LIMITED,86599,10/09/2021,
Elevated Solutions LLC,10526,31/01/2024,
Verizon Communications Inc.,4283,08/09/2020,
Stryker Corporation,5195,31/03/2019,
Bank of America Merrill Lynch,6200,15/03/2016,
PNC Bank,5039,28/09/2020,
"BNP PARIBAS, Log. ITP",9574,30/11/2022,
"Depuy Synthes, Inc.",4268,24/03/2020,
"BAE Systems, Inc.",5195,01/10/2017,
Fidelity Investments,4282,29/04/2019,
"Metrex Research, LLC",5195,14/06/2021,
Renault SAS,67669,15/06/2024,
CAPITA PLC,4487,17/12/2021,
"The Boston Consulting Group, Inc.",3781400,31/12/2019,
Deloitte Statsautoriseret Revisionspartnerselskab,3120,05/11/2016,
Exxonmobil Global Services Company,5195,25/01/2024,
FirstCaribbean International Bank Limited,4935,13/10/2021,
"DWANGO CO., LTD.",7016,13/05/2016,
Iron Mountain Inc.,15585,23/06/2020,
"Amazon.com Services, Inc.",19845,01/07/2022,
"H2X, LLC dba Cresa Consulting Group",5858,25/10/2017,
Collins Aerospace,4664,10/01/2022,
"Ansel Health, Inc.",3637,15/12/2023,
CNX Resources Corporation,10000,10/05/2019,
Thomson Reuters Holdings Inc.,-321703,31/12/2022,
"Chester's International, LLC",1114,,
Abbyson Living LLC,3637,01/12/2022,
VideoMining Corp,5195,18/12/2023,
DBC Bitcoin IRA,3896,02/03/2023,
"Dick's Sporting Goods, Inc.",22136,17/06/2022,
State Street Corporation,15342,06/12/2018,
LNRS Data Services Ltd,17954,12/02/2021,
Aegis Premier Solutions,4471,04/02/2022,
"Alaskan Copper Companies, Inc.",9611,30/06/2020,
Retail Business Services LLC,32729,14/06/2021,
FUNDINFO (UK ) LIMITED,4317,26/04/2019,
"J.F. Lehman & Company, Inc.",10390,01/10/2023,
Dentsu International Limited,71874,23/04/2021,
ONEY BANK,5237,06/07/2020,
"Riparian, LLC",12728,26/10/2022,
Australian Postal Corporation,5109,16/03/2020,
METHANEX NEW ZEALAND LIMITED,0,25/10/2019,
"Alvarez & Marsal Holdings, LLC",15585,30/04/2023,
Kirkon Keskusrahasto,7359,03/12/2019,
"Conifer Value Based Care, LLC",5194,25/07/2016,
Humana Inc.,15980,13/10/2017,
"BOOMI, INC.",9922,18/02/2022,
"INCGROW CO., LTD.",3264,19/10/2023,
Apple Inc.,4961,30/09/2021,
Cerulli Associates Inc,11392,15/12/2022,
FORS4 (PTY) LTD,4416,29/06/2023,
Fidelity Investments,4011000,01/12/2022,
Data Technology Ltd,2400,01/05/2017,
Boyd Bros. Transportation Inc.,13247,01/09/2019,
"United Parcel Service, Inc.",5039,24/02/2021,
Spotland A/S,4904,30/10/2020,
Brighthouse Financial LLC,0,31/10/2017,
Wallenius Wilhelmsen Ocean AS,5897,14/10/2022,
RADIAN GROUP LIMITED,3511,26/11/2018,
The Manufacturers Life Insurance Company,19044,11/10/2019,
University of Oxford,5268,20/07/2018,
Apple Inc.,4725,03/10/2022,
MAKOR SECURITIES LONDON LTD,3851,30/06/2023,
Eureka Data Discovery,2500,27/02/2015,
MPG Operations LLC,4676,16/07/2018,
Vitol Netherlands Coöperatief U.A.,4600,29/11/2023,
BNP Paribas Fortis - CIB - Belgium,252524,31/03/2023,
the absolut company AB,9339,03/12/2019,
Harvard Business School Publishing,4510,14/04/2021,
"Nike, Inc.",3995,16/04/2015,
Mayor's Office for Policing and Crime,14569,09/08/2019,
"Klaviyo, Inc.",5195,01/07/2024,
"XPO NAT Solutions, LLC",4674,30/11/2016,
Glanbia Management Services Limited,6130,16/11/2020,
Kia Motors Belgium NV,3507,03/12/2018,
"RYOHIN KEIKAKU CO., LTD.",14332,10/03/2021,
Canara HSBC Life Insurance,12219,29/05/2024,
ITV Services Ltd,9780,24/06/2016,
SANDISK IL LTD,5713,17/01/2017,
Public Services and Procurement Canada,23715,31/03/2024,
MB Technology,13759,21/08/2020,
e-Acumen Ltd,5130,21/12/2019,
Matpriskollen,3272,01/07/2016,
Wells Fargo & Company,11000,30/12/2016,
CROWN WORLDWIDE HOLDINGS LIMITED,2598,04/12/2017,
Proper Consulting Group,5236,23/02/2021,
Environics Analytics Group Ltd,31500,31/03/2014,
Verizon Communications Inc.,4217,02/06/2021,
Canada Deposit Insurance Corporation,0,01/04/2018,
"Century Communities, Inc.",3117,23/12/2020,
"INVESCO GROUP SERVICES, INC.",16780,19/10/2018,
UNILEVER BRASIL LTDA,8825,21/09/2019,
KPMG LLP,5400,14/02/2016,
HIGHBOURNE GROUP LIMITED,75858,30/09/2022,
SANLAM MAROC,40950,27/12/2019,
Korea Land and Geospatial InformatiX Corporation,2797,21/07/2017,
Sainsbury's Supermarkets Ltd,53815,12/03/2022,
Virginia Department of Medical Assistance Services,4676,10/05/2023,
Cisco Systems India Private Ltd,3117,25/12/2017,
"STAFF SERVICE HOLDINGS CO.,LTD.",11642,01/10/2022,
Alpha Source,4573,04/02/2022,
EDF ENERGY PLC,8458,29/05/2019,
SYNDICAT DEPARTEMENTAL D'ENERGIE ET D'EQUIPEMENT DE LA VENDEE,5341,03/02/2023,
Maestro Consulting Services LLC,3995,01/04/2017,
"Windstream Communications, Inc.",11238,31/03/2016,
"Kaseya US, LLC",3943,19/09/2018,
"Conduent Business Services, LLC.",51417,01/03/2017,
Unilever PLC,26869,24/11/2019,
Kellanova,5195,05/06/2023,
"Liberty DSI Insurance Services, LLC",28510,31/01/2023,
"Apex Tool Group, LLC",5038,04/06/2018,
"ONO PHARMACEUTICAL CO., LTD.",3298,01/03/2024,
Mount Saint Mary's University,4572,28/08/2023,
Yandex Taxi LLC,5493,24/04/2020,
Complexe de L'Auto Park Avenue Inc..,5745,01/04/2023,
Altitude-Sports,18357,19/03/2021,
Sitewise Analytics,3564,30/01/2024,
"MACROMILL, INC.",3117,20/02/2018,
Exxonmobil Global Services Company,5195,11/09/2022,
"Nike, Inc.",7270,17/05/2017,
Pratt & Whitney,45352,04/10/2019,
"First Eagle Alternative Credit, LLC",10333,13/07/2022,
"Servicios Administrativos Pe?oles, S.A. de C.V.",22209,23/07/2022,
"AGR Marketing Solutions, LLC",36965,21/04/2017,
"Scott Sheldon, LLC",5195,17/11/2019,
ReCept Pharmacy,3995,31/10/2014,
ALLIED IRISH BANKS PLC,9340,31/07/2019,
Austrian Airlines AG,13140,30/06/2019,
WIN TECHNOLOGIES (UK) LIMITED,28444,07/09/2018,
Stanford Health Care,134996,31/07/2022,
Rising Star Freight LLC,4676,31/12/2019,
Geomedia Inc,2398,08/01/2016,
"Independent International Television, Inc.",4676,01/09/2017,
Sellen Construction,5039,16/08/2017,
Black & Veatch Corporation,5195,01/12/2017,
"Johnson Controls, Inc.",5039,11/12/2019,
Carnegie Mellon University,10390,18/12/2018,
"Mars Information Services, Inc.",28612,21/10/2022,
Finning International Inc,97500,01/05/2017,
Hikma Pharmaceuticals USA Inc.,5195,24/04/2020,
Citizens Bank N.A,15117,16/07/2019,
Verizon Services Operations Inc,4217,01/10/2021,
"CAbi, LLC.",119095,30/06/2024,
Virgin Atlantic Airways,4025,08/02/2016,
Fries Sociaal Planbureau,5034,01/02/2017,
Insinööriliitto IL ry,5127,04/08/2024,
Fortis TCI Limited,90000,25/11/2019,
"Towerpoint Capital, LLC",5195,04/03/2021,
"NBC Facilities, LLC",20460,28/02/2019,
"Cardinal Health, Inc.",9497,03/04/2017,
"Final Gift Usa, LLC",8832,27/03/2024,
"Charter Communications Operating, LLC",251528,08/04/2020,
"Palo Alto Networks, Inc.",48746,30/04/2015,
County of Alameda,5195,06/03/2017,
HCA-Hospital Corporation of America,24250,24/06/2016,
Pratt & Whitney,74029,04/10/2017,
Novozymes A/S,5253,01/12/2019,
European Investment Fund,217744,01/07/2023,
Charlotte Pipe and Foundry Company,22079,30/04/2024,
Performance Food Group Company,46762,25/03/2024,
RedShare,9976,07/01/2024,
"Corporate Diligence Specialists, LLC",3896,30/06/2022,
"Expedia, Inc.",25194,15/10/2021,
Pfizer Inc.,8930,10/08/2021,
SONEE SPORTS PVT LTD,4779,09/10/2023,
"Point72, L.P.",4935,26/03/2022,
"Sylvan Learning, LLC",11985,28/07/2017,
"Radisson Hospitality, Inc",108904,21/12/2015,
Amer Sports Canada Inc,5591,01/01/2021,
Wintrust Financial Corporation,14805,12/10/2022,
Arup Australia Services Pty Ltd.,5608,22/03/2019,
PIZZA HUT (U.K.) LIMITED,8984,15/02/2019,
LG ELECTRONICS INDIA PRIVATE LIMITED,8771,15/01/2022,
Hoist Finance Procurement AB,70000,01/01/2017,
INTEGRAL MEMORY PLC,3685,07/02/2024,
ASOS PLC,18468,31/10/2016,
"Dealer Tire, LLC",3995,17/12/2018,
The Boeing Company,20774,16/01/2015,
"Bridgestone Americas, Inc.",5195,21/12/2018,
Macquarie Group Services Australia Pty Ltd,17247,26/06/2022,
Leeds Beckett University,20031,30/09/2023,
Jpmorgan Chase & Co,5038,29/03/2018,
"BALTIMORE CHILDREN AND YOUTH FUND, INC.",22365,24/06/2024,
Light Servicos de Eletricidade S/A,7359,16/09/2023,
"Trinity Industries, Inc.",3995,01/02/2018,
"Stripe, Inc.",9428,24/09/2021,
Niagara College Of Applied Arts & Technology,5729,16/01/2024,
"Interstate Batteries, Inc.",4935,11/03/2024,
Deakin University,21601,01/07/2023,
MPG Operations LLC,4416,03/03/2022,
MITSUBISHI CORPORATION RTM JAPAN LTD.,4526,01/09/2022,
Sony Pictures Entertainment Inc.,6000,01/08/2016,
"Rinchem Company, Inc",10037,01/05/2024,
Bank of Ceylon,1998,31/12/2015,
Fidelity Investments,4961,14/04/2022,
ING Bank N.V.,12737,30/09/2022,
American Fidelity Corporation,5059,16/11/2023,
"Southern Glazer's Wine and Spirits, LLC",5195,01/08/2018,
Samford University,4156,11/08/2021,
Ontario Hospital Association,5702,02/09/2020,
Solve,2500,10/08/2018,
Citizens Property Insurance Corporation,5048,05/06/2021,
BMW Canada Inc,6234,31/08/2022,
Flywheel Digital LLC,132000,28/07/2023,
